date,AAPL,MSFT
08-06-2012,82.9,29.65
11-06-2012,81.6,28.9
12-06-2012,82.31,29.29
13-06-2012,81.74,29.13
14-06-2012,81.65,29.34
15-06-2012,82.02,30.02
18-06-2012,83.68,29.84
19-06-2012,83.92,30.7
20-06-2012,83.68,30.93
21-06-2012,82.52,30.14
22-06-2012,83.16,30.7
25-06-2012,81.54,29.86
26-06-2012,81.72,30.02
27-06-2012,82.07,30.17
28-06-2012,81.29,29.91
29-06-2012,83.43,30.59
02-07-2012,84.65,30.56
03-07-2012,85.63,30.76
05-07-2012,87.13,30.7
06-07-2012,86.55,30.18
09-07-2012,87.7,30
10-07-2012,86.89,29.74
11-07-2012,86.35,29.3
12-07-2012,85.56,28.63
13-07-2012,86.42,29.39
16-07-2012,86.7,29.44
17-07-2012,86.71,29.66
18-07-2012,86.61,30.45
19-07-2012,87.76,30.66
20-07-2012,86.33,30.12
23-07-2012,86.26,29.28
24-07-2012,85.85,29.15
25-07-2012,82.14,28.83
26-07-2012,82.13,29.16
27-07-2012,83.59,29.76
30-07-2012,85,29.64
31-07-2012,87.25,29.47
01-08-2012,86.69,29.41
02-08-2012,86.83,29.19
03-08-2012,87.96,29.75
06-08-2012,88.94,29.95
07-08-2012,88.7,30.26
08-08-2012,88.55,30.33
09-08-2012,88.68,30.5
10-08-2012,88.81,30.42
13-08-2012,90,30.39
14-08-2012,90.24,30.13
15-08-2012,90.12,30.2
16-08-2012,90.91,30.78
17-08-2012,92.59,30.9
20-08-2012,95.02,30.74
21-08-2012,93.72,30.8
22-08-2012,95.55,30.54
23-08-2012,94.66,30.26
24-08-2012,94.75,30.56
27-08-2012,96.53,30.69
28-08-2012,96.4,30.63
29-08-2012,96.21,30.65
30-08-2012,94.84,30.32
31-08-2012,95.03,30.82
04-09-2012,96.42,30.38
05-09-2012,95.75,30.39
06-09-2012,96.61,31.34
07-09-2012,97.21,30.95
10-09-2012,94.68,30.72
11-09-2012,94.37,30.79
12-09-2012,95.68,30.78
13-09-2012,97.57,30.94
14-09-2012,98.75,31.21
17-09-2012,99.97,31.21
18-09-2012,100.27,31.18
19-09-2012,100.3,31.05
20-09-2012,99.81,31.45
21-09-2012,100.01,31.19
24-09-2012,98.68,30.78
25-09-2012,96.22,30.39
26-09-2012,95.03,30.16
27-09-2012,97.33,30.16
28-09-2012,95.3,29.76
01-10-2012,94.2,29.49
02-10-2012,94.47,29.66
03-10-2012,95.92,29.86
04-10-2012,95.26,30.03
05-10-2012,93.23,29.85
08-10-2012,91.17,29.78
09-10-2012,90.84,29.28
10-10-2012,91.56,28.98
11-10-2012,89.7,28.95
12-10-2012,89.96,29.2
15-10-2012,90.68,29.51
16-10-2012,92.83,29.49
17-10-2012,92.09,29.59
18-10-2012,90.38,29.5
19-10-2012,87.12,28.64
22-10-2012,90.58,28
23-10-2012,87.62,28.05
24-10-2012,88.12,27.9
25-10-2012,87.08,27.88
26-10-2012,86.29,28.21
31-10-2012,85.05,28.54
01-11-2012,85.22,29.52
02-11-2012,82.4,29.5
05-11-2012,83.52,29.63
06-11-2012,83.26,29.86
07-11-2012,79.71,29.08
08-11-2012,76.82,28.81
09-11-2012,78.15,28.83
12-11-2012,77.55,28.22
13-11-2012,77.56,27.09
14-11-2012,76.7,26.84
15-11-2012,75.09,26.66
16-11-2012,75.38,26.52
19-11-2012,80.82,26.73
20-11-2012,80.13,26.71
21-11-2012,80.24,26.95
23-11-2012,81.64,27.7
26-11-2012,84.22,27.38
27-11-2012,83.54,27.08
28-11-2012,83.28,27.36
29-11-2012,84.19,26.95
30-11-2012,83.61,26.62
03-12-2012,83.74,26.43
04-12-2012,82.26,26.37
05-12-2012,76.97,26.67
06-12-2012,78.18,26.72
07-12-2012,76.18,26.46
10-12-2012,75.69,26.94
11-12-2012,77.34,27.32
12-12-2012,77,27.24
13-12-2012,75.67,27.11
14-12-2012,72.83,26.81
17-12-2012,74.12,27.1
18-12-2012,76.27,27.56
19-12-2012,75.19,27.31
20-12-2012,74.53,27.68
21-12-2012,74.19,27.45
24-12-2012,74.31,27.06
26-12-2012,73.29,26.86
27-12-2012,73.58,26.96
28-12-2012,72.8,26.55
31-12-2012,76.02,26.71
02-01-2013,78.43,27.62
03-01-2013,77.44,27.25
04-01-2013,75.29,26.74
07-01-2013,74.8,26.69
08-01-2013,75.04,26.55
09-01-2013,73.87,26.7
10-01-2013,74.79,26.46
11-01-2013,74.33,26.83
14-01-2013,71.68,26.89
15-01-2013,69.42,27.21
16-01-2013,72.3,27.04
17-01-2013,71.81,27.25
18-01-2013,71.43,27.25
22-01-2013,72.11,27.15
23-01-2013,73.43,27.61
24-01-2013,64.36,27.63
25-01-2013,62.84,27.88
28-01-2013,64.26,27.91
29-01-2013,65.47,28.01
30-01-2013,65.26,27.85
31-01-2013,65.07,27.45
01-02-2013,64.8,27.93
04-02-2013,63.19,27.44
05-02-2013,65.41,27.5
06-02-2013,65.34,27.34
07-02-2013,66.89,27.28
08-02-2013,67.85,27.55
11-02-2013,68.56,27.86
12-02-2013,66.84,27.88
13-02-2013,66.72,28.03
14-02-2013,66.66,28.04
15-02-2013,65.74,28.01
19-02-2013,65.71,28.04
20-02-2013,64.12,27.87
21-02-2013,63.72,27.49
22-02-2013,64.4,27.76
25-02-2013,63.26,27.37
26-02-2013,64.14,27.37
27-02-2013,63.51,27.81
28-02-2013,63.06,27.8
01-03-2013,61.5,27.95
04-03-2013,60.01,28.15
05-03-2013,61.59,28.35
06-03-2013,60.81,28.09
07-03-2013,61.51,28.14
08-03-2013,61.67,28
11-03-2013,62.55,27.87
12-03-2013,61.2,27.91
13-03-2013,61.19,27.92
14-03-2013,61.79,28.14
15-03-2013,63.38,28.04
18-03-2013,65.1,28.1
19-03-2013,64.93,28.18
20-03-2013,64.58,28.32
21-03-2013,64.68,28.11
22-03-2013,65.99,28.25
25-03-2013,66.23,28.16
26-03-2013,65.88,28.16
27-03-2013,64.58,28.37
28-03-2013,63.24,28.6
01-04-2013,61.27,28.61
02-04-2013,61.4,28.8
03-04-2013,61.71,28.56
04-04-2013,61.1,28.6
05-04-2013,60.46,28.7
08-04-2013,60.89,28.59
09-04-2013,61,29.61
10-04-2013,62.24,30.28
11-04-2013,62.05,28.94
12-04-2013,61.4,28.79
15-04-2013,59.98,28.69
16-04-2013,60.89,28.97
17-04-2013,57.54,28.82
18-04-2013,56.01,28.79
19-04-2013,55.79,29.76
22-04-2013,56.95,30.83
23-04-2013,58.02,30.6
24-04-2013,57.92,31.76
25-04-2013,58.34,31.94
26-04-2013,59.6,31.79
29-04-2013,61.45,32.61
30-04-2013,63.25,33.1
01-05-2013,62.76,32.72
02-05-2013,63.65,33.16
03-05-2013,64.28,33.49
06-05-2013,65.82,33.75
07-05-2013,65.52,33.31
08-05-2013,66.26,32.99
09-05-2013,65.25,32.66
10-05-2013,64.71,32.69
13-05-2013,64.96,33.03
14-05-2013,63.41,33.53
15-05-2013,61.26,33.84
16-05-2013,62.08,34.08
17-05-2013,61.89,34.87
20-05-2013,63.28,35.08
21-05-2013,62.81,34.85
22-05-2013,63.05,34.61
23-05-2013,63.16,34.15
24-05-2013,63.59,34.27
28-05-2013,63.06,35.02
29-05-2013,63.56,34.88
30-05-2013,64.51,35.03
31-05-2013,64.25,34.9
03-06-2013,64.39,35.59
04-06-2013,64.19,34.99
05-06-2013,63.59,34.78
06-06-2013,62.64,34.96
07-06-2013,63.12,35.67
10-06-2013,62.7,35.47
11-06-2013,62.51,34.84
12-06-2013,61.74,35
13-06-2013,62.28,34.72
14-06-2013,61.44,34.4
17-06-2013,61.71,35
18-06-2013,61.68,34.98
19-06-2013,60.43,34.59
20-06-2013,59.55,33.49
21-06-2013,59.07,33.26
24-06-2013,57.51,33.72
25-06-2013,57.52,33.67
26-06-2013,56.87,34.35
27-06-2013,56.25,34.62
28-06-2013,56.65,34.54
01-07-2013,58.46,34.36
02-07-2013,59.78,33.94
03-07-2013,60.11,34.01
05-07-2013,59.63,34.21
08-07-2013,59.29,34.32
09-07-2013,60.34,34.35
10-07-2013,60.1,34.7
11-07-2013,61.04,35.68
12-07-2013,60.93,35.67
15-07-2013,61.06,36.17
16-07-2013,61.46,36.27
17-07-2013,61.47,35.74
18-07-2013,61.68,35.44
19-07-2013,60.71,31.4
22-07-2013,60.9,32.01
23-07-2013,59.86,31.82
24-07-2013,62.93,31.96
25-07-2013,62.64,31.39
26-07-2013,63,31.62
29-07-2013,63.97,31.54
30-07-2013,64.76,31.85
31-07-2013,64.65,31.84
01-08-2013,65.24,31.67
02-08-2013,66.08,31.89
05-08-2013,67.06,31.7
06-08-2013,66.46,31.58
07-08-2013,66.43,32.06
08-08-2013,65.86,32.89
09-08-2013,64.92,32.7
12-08-2013,66.77,32.87
13-08-2013,69.94,32.23
14-08-2013,71.21,32.35
15-08-2013,71.13,31.79
16-08-2013,71.76,31.8
19-08-2013,72.53,31.39
20-08-2013,71.58,31.62
21-08-2013,71.77,31.61
22-08-2013,71.85,32.39
23-08-2013,71.57,34.75
26-08-2013,71.85,34.15
27-08-2013,69.8,33.26
28-08-2013,70.13,33.02
29-08-2013,70.24,33.55
30-08-2013,69.6,33.4
03-09-2013,69.8,31.88
04-09-2013,71.24,31.2
05-09-2013,70.75,31.24
06-09-2013,71.17,31.15
09-09-2013,72.31,31.66
10-09-2013,70.66,32.39
11-09-2013,66.82,32.74
12-09-2013,67.53,32.69
13-09-2013,66.41,33.03
16-09-2013,64.3,32.8
17-09-2013,65.05,32.93
18-09-2013,66.38,33.32
19-09-2013,67.47,33.64
20-09-2013,66.77,32.79
23-09-2013,70.09,32.74
24-09-2013,69.87,32.46
25-09-2013,68.79,32.5
26-09-2013,69.46,32.77
27-09-2013,68.96,33.27
30-09-2013,68.11,33.28
01-10-2013,69.71,33.58
02-10-2013,69.94,33.92
03-10-2013,69.06,33.86
04-10-2013,69,33.88
07-10-2013,69.68,33.3
08-10-2013,68.71,33.01
09-10-2013,69.51,33.07
10-10-2013,69.95,33.76
11-10-2013,70.4,34.13
14-10-2013,70.86,34.45
15-10-2013,71.24,34.49
16-10-2013,71.59,34.64
17-10-2013,72.07,34.92
18-10-2013,72.7,34.96
21-10-2013,74.48,34.99
22-10-2013,74.27,34.58
23-10-2013,74.99,33.76
24-10-2013,75.99,33.72
25-10-2013,75.14,35.73
28-10-2013,75.7,35.57
29-10-2013,73.81,35.52
30-10-2013,74.98,35.54
31-10-2013,74.67,35.4
01-11-2013,74.29,35.52
04-11-2013,75.25,35.94
05-11-2013,75.06,36.64
06-11-2013,74.42,38.18
07-11-2013,73.21,37.5
08-11-2013,74.37,37.78
11-11-2013,74.15,37.59
12-11-2013,74.29,37.36
13-11-2013,74.38,38.16
14-11-2013,75.45,38.02
15-11-2013,75,37.84
18-11-2013,74.09,37.2
19-11-2013,74.22,36.74
20-11-2013,73.57,37.08
21-11-2013,74.45,37.4
22-11-2013,74.26,37.57
25-11-2013,74.82,37.64
26-11-2013,76.2,37.35
27-11-2013,77.99,37.6
29-11-2013,79.44,38.13
02-12-2013,78.75,38.45
03-12-2013,80.9,38.31
04-12-2013,80.71,38.94
05-12-2013,81.13,38
06-12-2013,80,38.36
09-12-2013,80.92,38.7
10-12-2013,80.79,38.11
11-12-2013,80.19,37.61
12-12-2013,80.08,37.22
13-12-2013,79.2,36.69
16-12-2013,79.64,36.88
17-12-2013,79.28,36.52
18-12-2013,78.68,36.58
19-12-2013,77.78,36.25
20-12-2013,78.43,36.8
23-12-2013,81.44,36.62
24-12-2013,81.1,37.08
26-12-2013,80.56,37.44
27-12-2013,80.01,37.29
30-12-2013,79.22,37.29
31-12-2013,80.15,37.41
02-01-2014,79.02,37.16
03-01-2014,77.28,36.91
06-01-2014,77.7,36.13
07-01-2014,77.15,36.41
08-01-2014,77.64,35.76
09-01-2014,76.65,35.53
10-01-2014,76.13,36.04
13-01-2014,76.53,34.98
14-01-2014,78.06,35.78
15-01-2014,79.62,36.76
16-01-2014,79.18,36.89
17-01-2014,77.24,36.38
21-01-2014,78.44,36.17
22-01-2014,78.79,35.93
23-01-2014,79.45,36.06
24-01-2014,78.01,36.8
27-01-2014,78.64,36.03
28-01-2014,72.36,36.27
29-01-2014,71.54,36.66
30-01-2014,71.4,36.86
31-01-2014,71.51,37.84
03-02-2014,71.65,36.48
04-02-2014,72.68,36.35
05-02-2014,73.23,35.82
06-02-2014,73.22,36.18
07-02-2014,74.24,36.56
10-02-2014,75.57,36.8
11-02-2014,76.57,37.18
12-02-2014,76.56,37.47
13-02-2014,77.78,37.61
14-02-2014,77.71,37.62
18-02-2014,78,37.42
19-02-2014,76.77,37.51
20-02-2014,75.88,37.75
21-02-2014,75.04,37.98
24-02-2014,75.36,37.69
25-02-2014,74.58,37.54
26-02-2014,73.91,37.47
27-02-2014,75.38,37.86
28-02-2014,75.18,38.31
03-03-2014,75.39,37.78
04-03-2014,75.89,38.41
05-03-2014,76.05,38.11
06-03-2014,75.82,38.15
07-03-2014,75.78,37.9
10-03-2014,75.85,37.82
11-03-2014,76.58,38.02
12-03-2014,76.66,38.27
13-03-2014,75.81,37.89
14-03-2014,74.96,37.7
17-03-2014,75.25,38.05
18-03-2014,75.91,39.55
19-03-2014,75.89,39.27
20-03-2014,75.53,40.33
21-03-2014,76.12,40.16
24-03-2014,77.03,40.5
25-03-2014,77.86,40.34
26-03-2014,77.11,39.79
27-03-2014,76.78,39.36
28-03-2014,76.69,40.3
31-03-2014,76.68,40.99
01-04-2014,77.38,41.42
02-04-2014,77.51,41.35
03-04-2014,76.97,41.01
04-04-2014,75.97,39.87
07-04-2014,74.78,39.8
08-04-2014,74.78,39.82
09-04-2014,75.76,40.47
10-04-2014,74.78,39.36
11-04-2014,74.23,39.21
14-04-2014,74.53,39.18
15-04-2014,73.99,39.75
16-04-2014,74.14,40.4
17-04-2014,74.99,40.01
21-04-2014,75.88,39.94
22-04-2014,75.96,39.99
23-04-2014,74.96,39.69
24-04-2014,81.11,39.86
25-04-2014,81.71,39.91
28-04-2014,84.87,40.87
29-04-2014,84.62,40.51
30-04-2014,84.3,40.4
01-05-2014,84.5,40
02-05-2014,84.65,39.69
05-05-2014,85.85,39.43
06-05-2014,84.92,39.06
07-05-2014,84.62,39.42
08-05-2014,84,39.64
09-05-2014,83.65,39.54
12-05-2014,84.69,39.97
13-05-2014,84.82,40.42
14-05-2014,84.84,40.24
15-05-2014,84.12,39.6
16-05-2014,85.36,39.83
19-05-2014,86.37,39.75
20-05-2014,86.39,39.68
21-05-2014,86.62,40.35
22-05-2014,86.75,40.1
23-05-2014,87.73,40.12
27-05-2014,89.38,40.19
28-05-2014,89.14,40.01
29-05-2014,90.77,40.34
30-05-2014,90.43,40.94
02-06-2014,89.81,40.79
03-06-2014,91.08,40.29
04-06-2014,92.12,40.32
05-06-2014,92.48,41.21
06-06-2014,92.22,41.48
09-06-2014,93.7,41.27
10-06-2014,94.25,41.11
11-06-2014,93.86,40.86
12-06-2014,92.29,40.58
13-06-2014,91.28,41.23
16-06-2014,92.2,41.5
17-06-2014,92.08,41.68
18-06-2014,92.18,41.65
19-06-2014,91.86,41.51
20-06-2014,90.91,41.68
23-06-2014,90.83,41.99
24-06-2014,90.28,41.74
25-06-2014,90.36,42.03
26-06-2014,90.9,41.72
27-06-2014,91.98,42.25
30-06-2014,92.93,41.7
01-07-2014,93.52,41.87
02-07-2014,93.48,41.9
03-07-2014,94.03,41.8
07-07-2014,95.97,41.99
08-07-2014,95.35,41.78
09-07-2014,95.39,41.67
10-07-2014,95.04,41.68
11-07-2014,95.22,42.09
14-07-2014,96.45,42.14
15-07-2014,95.32,42.45
16-07-2014,94.78,44.08
17-07-2014,93.09,44.53
18-07-2014,94.43,44.69
21-07-2014,93.94,44.84
22-07-2014,94.72,44.83
23-07-2014,97.19,44.87
24-07-2014,97.03,44.4
25-07-2014,97.67,44.5
28-07-2014,99.02,43.97
29-07-2014,98.38,43.88
30-07-2014,98.15,43.58
31-07-2014,95.6,43.16
01-08-2014,96.13,42.86
04-08-2014,95.59,43.37
05-08-2014,95.12,43.08
06-08-2014,94.96,42.74
07-08-2014,94.48,43.23
08-08-2014,94.74,43.2
11-08-2014,95.99,43.2
12-08-2014,95.97,43.52
13-08-2014,97.24,44.08
14-08-2014,97.5,44.27
15-08-2014,97.98,44.79
18-08-2014,99.16,45.11
19-08-2014,100.53,45.33
20-08-2014,100.57,44.95
21-08-2014,100.58,45.22
22-08-2014,101.32,45.15
25-08-2014,101.54,45.17
26-08-2014,100.89,45
27-08-2014,102.13,44.87
28-08-2014,102.25,44.88
29-08-2014,102.5,45.43
02-09-2014,103.3,45.09
03-09-2014,98.94,44.96
04-09-2014,98.12,45.26
05-09-2014,98.97,45.91
08-09-2014,98.36,46.47
09-09-2014,97.99,46.76
10-09-2014,101,46.84
11-09-2014,101.43,47
12-09-2014,101.66,46.7
15-09-2014,101.63,46.24
16-09-2014,100.86,46.76
17-09-2014,101.58,46.52
18-09-2014,101.79,46.68
19-09-2014,100.96,47.52
22-09-2014,101.06,47.06
23-09-2014,102.64,46.56
24-09-2014,101.75,47.08
25-09-2014,97.87,46.04
26-09-2014,100.75,46.41
29-09-2014,100.11,46.44
30-09-2014,100.75,46.36
01-10-2014,99.18,45.9
02-10-2014,99.9,45.76
03-10-2014,99.62,46.09
06-10-2014,99.62,46.09
07-10-2014,98.75,45.53
08-10-2014,100.8,46.78
09-10-2014,101.02,45.85
10-10-2014,100.73,44.03
13-10-2014,99.81,43.65
14-10-2014,98.75,43.73
15-10-2014,97.54,43.22
16-10-2014,96.26,42.74
17-10-2014,97.67,43.63
20-10-2014,99.76,44.08
21-10-2014,102.47,44.88
22-10-2014,102.99,44.38
23-10-2014,104.83,45.02
24-10-2014,105.22,46.13
27-10-2014,105.11,45.91
28-10-2014,106.74,46.49
29-10-2014,107.34,46.62
30-10-2014,106.98,46.05
31-10-2014,108,46.95
03-11-2014,109.4,47.44
04-11-2014,108.6,47.57
05-11-2014,108.86,47.86
06-11-2014,108.7,48.7
07-11-2014,109.01,48.68
10-11-2014,108.83,48.89
11-11-2014,109.7,48.87
12-11-2014,111.25,48.78
13-11-2014,112.82,49.61
14-11-2014,114.18,49.58
17-11-2014,113.99,49.46
18-11-2014,115.47,48.74
19-11-2014,114.67,48.22
20-11-2014,116.31,48.7
21-11-2014,116.47,47.98
24-11-2014,118.62,47.59
25-11-2014,117.6,47.47
26-11-2014,119,47.75
28-11-2014,118.93,47.81
01-12-2014,115.07,48.62
02-12-2014,114.63,48.46
03-12-2014,115.93,48.08
04-12-2014,115.49,48.84
05-12-2014,115,48.42
08-12-2014,112.4,47.7
09-12-2014,114.12,47.59
10-12-2014,111.95,46.9
11-12-2014,111.62,47.17
12-12-2014,109.73,46.95
15-12-2014,108.22,46.67
16-12-2014,106.74,45.16
17-12-2014,109.41,45.74
18-12-2014,112.65,47.52
19-12-2014,111.78,47.66
22-12-2014,112.94,47.98
23-12-2014,112.54,48.45
24-12-2014,112.01,48.14
26-12-2014,113.99,47.88
29-12-2014,113.91,47.45
30-12-2014,112.52,47.02
31-12-2014,110.38,46.45
02-01-2015,109.33,46.76
05-01-2015,106.25,46.32
06-01-2015,106.26,45.65
07-01-2015,107.75,46.23
08-01-2015,111.89,47.59
09-01-2015,112.01,47.19
12-01-2015,109.25,46.6
13-01-2015,110.22,46.36
14-01-2015,109.8,45.96
15-01-2015,106.82,45.48
16-01-2015,105.99,46.24
20-01-2015,108.72,46.39
21-01-2015,109.55,45.92
22-01-2015,112.4,47.13
23-01-2015,112.98,47.18
26-01-2015,113.1,47.01
27-01-2015,109.14,42.66
28-01-2015,115.31,41.19
29-01-2015,118.9,42.01
30-01-2015,117.16,40.4
02-02-2015,118.63,41.28
03-02-2015,118.65,41.6
04-02-2015,119.56,41.84
05-02-2015,119.94,42.45
06-02-2015,118.93,42.41
09-02-2015,119.72,42.36
10-02-2015,122.02,42.6
11-02-2015,124.88,42.38
12-02-2015,126.46,43.09
13-02-2015,127.08,43.87
17-02-2015,127.83,43.58
18-02-2015,128.72,43.53
19-02-2015,128.45,43.5
20-02-2015,129.5,43.86
23-02-2015,133,44.15
24-02-2015,132.17,44.09
25-02-2015,128.79,43.99
26-02-2015,130.42,44.06
27-02-2015,128.46,43.85
02-03-2015,129.09,43.88
03-03-2015,129.36,43.28
04-03-2015,128.54,43.06
05-03-2015,126.41,43.11
06-03-2015,126.6,42.36
09-03-2015,127.14,42.85
10-03-2015,124.51,42.03
11-03-2015,122.24,41.98
12-03-2015,124.45,41.02
13-03-2015,123.59,41.38
16-03-2015,124.95,41.56
17-03-2015,127.04,41.7
18-03-2015,128.47,42.5
19-03-2015,127.5,42.28
20-03-2015,125.9,42.88
23-03-2015,127.21,42.86
24-03-2015,126.69,42.9
25-03-2015,123.38,41.46
26-03-2015,124.24,41.21
27-03-2015,123.25,40.97
30-03-2015,126.37,40.96
31-03-2015,124.43,40.66
01-04-2015,124.25,40.72
02-04-2015,125.32,40.29
06-04-2015,127.35,41.54
07-04-2015,126.01,41.53
08-04-2015,125.6,41.42
09-04-2015,126.56,41.48
10-04-2015,127.1,41.72
13-04-2015,126.85,41.76
14-04-2015,126.3,41.65
15-04-2015,126.78,42.26
16-04-2015,126.17,42.16
17-04-2015,124.75,41.62
20-04-2015,127.6,42.9
21-04-2015,126.91,42.64
22-04-2015,128.62,42.98
23-04-2015,129.67,43.34
24-04-2015,130.28,47.87
27-04-2015,132.65,48.03
28-04-2015,130.56,49.16
29-04-2015,128.64,49.06
30-04-2015,125.15,48.64
01-05-2015,128.95,48.66
04-05-2015,128.7,48.24
05-05-2015,125.8,47.6
06-05-2015,125.01,46.28
07-05-2015,125.26,46.7
08-05-2015,127.62,47.75
11-05-2015,126.32,47.37
12-05-2015,125.86,47.35
13-05-2015,126.01,47.62
14-05-2015,128.95,48.72
15-05-2015,128.77,48.3
18-05-2015,130.19,48.01
19-05-2015,130.07,47.58
20-05-2015,130.06,47.58
21-05-2015,131.39,47.42
22-05-2015,132.54,46.9
26-05-2015,129.62,46.59
27-05-2015,132.04,47.61
28-05-2015,131.78,47.45
29-05-2015,130.28,46.86
01-06-2015,130.54,47.23
02-06-2015,129.96,46.92
03-06-2015,130.12,46.85
04-06-2015,129.36,46.36
05-06-2015,128.65,46.14
08-06-2015,127.8,45.73
09-06-2015,127.42,45.65
10-06-2015,128.88,46.61
11-06-2015,128.59,46.44
12-06-2015,127.17,45.97
15-06-2015,126.92,45.48
16-06-2015,127.6,45.83
17-06-2015,127.3,45.97
18-06-2015,127.88,46.72
19-06-2015,126.6,46.1
22-06-2015,127.61,46.23
23-06-2015,127.03,45.91
24-06-2015,128.11,45.64
25-06-2015,127.5,45.65
26-06-2015,126.75,45.26
29-06-2015,124.53,44.37
30-06-2015,125.42,44.15
01-07-2015,126.6,44.44
02-07-2015,126.44,44.4
06-07-2015,126,44.39
07-07-2015,125.69,44.3
08-07-2015,122.57,44.24
09-07-2015,120.07,44.52
10-07-2015,123.28,44.61
13-07-2015,125.66,45.54
14-07-2015,125.61,45.62
15-07-2015,126.82,45.76
16-07-2015,128.51,46.66
17-07-2015,129.62,46.62
20-07-2015,132.07,46.92
21-07-2015,130.75,47.28
22-07-2015,125.22,45.54
23-07-2015,125.16,46.11
24-07-2015,124.5,45.94
27-07-2015,122.77,45.35
28-07-2015,123.38,45.34
29-07-2015,122.99,46.29
30-07-2015,122.37,46.88
31-07-2015,121.3,46.7
03-08-2015,118.44,46.81
04-08-2015,114.64,47.54
05-08-2015,115.4,47.58
06-08-2015,115.13,46.62
07-08-2015,115.52,46.74
10-08-2015,119.72,47.33
11-08-2015,113.49,46.41
12-08-2015,115.24,46.74
13-08-2015,115.15,46.73
14-08-2015,115.96,47
17-08-2015,117.16,47.32
18-08-2015,116.5,47.27
19-08-2015,115.01,46.61
20-08-2015,112.65,45.66
21-08-2015,105.76,43.07
24-08-2015,103.12,41.68
25-08-2015,103.74,40.47
26-08-2015,109.69,42.71
27-08-2015,112.92,43.9
28-08-2015,113.29,43.93
31-08-2015,112.76,43.52
01-09-2015,107.72,41.82
02-09-2015,112.34,43.36
03-09-2015,110.37,43.5
04-09-2015,109.27,42.61
08-09-2015,112.31,43.89
09-09-2015,110.15,43.07
10-09-2015,112.57,43.29
11-09-2015,114.21,43.48
14-09-2015,115.31,43.04
15-09-2015,116.28,43.98
16-09-2015,116.41,44.3
17-09-2015,113.92,44.25
18-09-2015,113.45,43.48
21-09-2015,115.21,44.11
22-09-2015,113.4,43.9
23-09-2015,114.32,43.87
24-09-2015,115,43.91
25-09-2015,114.71,43.94
28-09-2015,112.44,43.29
29-09-2015,109.06,43.44
30-09-2015,110.3,44.26
01-10-2015,109.58,44.61
02-10-2015,110.38,45.57
05-10-2015,110.78,46.63
06-10-2015,111.31,46.75
07-10-2015,110.78,46.8
08-10-2015,109.5,47.45
09-10-2015,112.12,47.11
12-10-2015,111.6,47
13-10-2015,111.79,46.89
14-10-2015,110.21,46.68
15-10-2015,111.86,47.01
16-10-2015,111.04,47.51
19-10-2015,111.73,47.62
20-10-2015,113.77,47.77
21-10-2015,113.76,47.2
22-10-2015,115.5,48.03
23-10-2015,119.08,52.87
26-10-2015,115.28,54.25
27-10-2015,114.55,53.69
28-10-2015,119.27,53.98
29-10-2015,120.53,53.36
30-10-2015,119.5,52.64
02-11-2015,121.18,53.24
03-11-2015,122.57,54.15
04-11-2015,122,54.4
05-11-2015,120.92,54.38
06-11-2015,121.06,54.92
09-11-2015,120.57,54.16
10-11-2015,116.77,53.51
11-11-2015,116.11,53.65
12-11-2015,115.72,53.32
13-11-2015,112.34,52.84
16-11-2015,114.18,53.76
17-11-2015,113.69,52.97
18-11-2015,117.29,53.85
19-11-2015,118.78,53.94
20-11-2015,119.3,54.19
23-11-2015,117.75,54.19
24-11-2015,118.88,54.25
25-11-2015,118.03,53.69
27-11-2015,117.81,53.93
30-11-2015,118.3,54.35
01-12-2015,117.34,55.22
02-12-2015,116.28,55.21
03-12-2015,115.2,54.2
04-12-2015,119.03,55.91
07-12-2015,118.28,55.81
08-12-2015,118.23,55.79
09-12-2015,115.62,54.98
10-12-2015,116.17,55.27
11-12-2015,113.18,54.06
14-12-2015,112.48,55.14
15-12-2015,110.49,55.2
16-12-2015,111.34,56.13
17-12-2015,108.98,55.7
18-12-2015,106.03,54.13
21-12-2015,107.33,54.83
22-12-2015,107.23,55.35
23-12-2015,108.61,55.82
24-12-2015,108.03,55.67
28-12-2015,106.82,55.95
29-12-2015,108.74,56.55
30-12-2015,107.32,56.31
31-12-2015,105.26,55.48
04-01-2016,105.35,54.8
05-01-2016,102.71,55.05
06-01-2016,100.7,54.05
07-01-2016,96.45,52.17
08-01-2016,96.96,52.33
11-01-2016,98.53,52.3
12-01-2016,99.96,52.78
13-01-2016,97.39,51.64
14-01-2016,99.52,53.11
15-01-2016,97.13,50.99
19-01-2016,96.66,50.56
20-01-2016,96.79,50.79
21-01-2016,96.3,50.48
22-01-2016,101.42,52.29
25-01-2016,99.44,51.79
26-01-2016,99.99,52.17
27-01-2016,93.42,51.22
28-01-2016,94.09,52.06
29-01-2016,97.34,55.09
01-02-2016,96.43,54.71
02-02-2016,94.48,53
03-02-2016,96.35,52.16
04-02-2016,96.6,52
05-02-2016,94.02,50.16
08-02-2016,95.01,49.41
09-02-2016,94.99,49.28
10-02-2016,94.27,49.71
11-02-2016,93.7,49.69
12-02-2016,93.99,50.5
16-02-2016,96.64,51.09
17-02-2016,98.12,52.42
18-02-2016,96.26,52.19
19-02-2016,96.04,51.82
22-02-2016,96.88,52.65
23-02-2016,94.69,51.18
24-02-2016,96.1,51.36
25-02-2016,96.76,52.1
26-02-2016,96.91,51.3
29-02-2016,96.69,50.88
