date,ozone,pm25,co
24-06-2003,0.036025,26.5,1.23
25-06-2003,0.05395,29.1,0.97
26-06-2003,0.061442,48.209091,1.02413
27-06-2003,0.052325,53.45,0.94824
28-06-2003,0.045134,16.75,0.822917
29-06-2003,0.041512,23.446154,0.8775
30-06-2003,0.032903,27.3,0.892576
01-07-2003,0.0358,11.15,0.759803
02-07-2003,0.044092,21.6,1.001054
03-07-2003,0.03125,9.2,0.931867
04-07-2003,0.049239,28.25,1.046667
05-07-2003,0.047677,35.807692,0.86
06-07-2003,0.037219,17.4,0.809583
07-07-2003,0.033842,23.8,1.014325
08-07-2003,0.038145,26.75,0.81355
09-07-2003,0.015366,16.25,0.868478
10-07-2003,0.018015,7.75,0.884226
11-07-2003,0.017783,15.953846,1.074348
12-07-2003,0.0371,14.55,0.838333
13-07-2003,0.026641,10.95,0.696402
14-07-2003,0.029433,17.333333,0.969405
15-07-2003,0.0395,15.2,0.905682
16-07-2003,0.031042,17.75,0.875958
17-07-2003,0.027142,9.518182,0.735565
18-07-2003,0.021258,20.35,0.976401
19-07-2003,0.027553,10.25,0.748333
20-07-2003,0.044533,14.688889,0.804167
21-07-2003,0.035696,22.9,0.785833
22-07-2003,0.020175,21.55,0.994583
23-07-2003,0.022999,17.772727,0.985947
24-07-2003,0.03038,15.2,0.875
25-07-2003,0.030455,13.7,0.799149
26-07-2003,0.043598,23.925,0.782916
27-07-2003,0.047552,28.7,0.684266
28-07-2003,0.02925,13.6,0.659659
29-07-2003,0.025833,9.133333,0.700652
04-08-2003,0.012675,6.5,0.703512
05-08-2003,0.011592,7.6,0.899858
06-08-2003,0.028006,11,0.9961
07-08-2003,0.0194,17.966667,1.007697
08-08-2003,0.017233,12.15,0.981771
09-08-2003,0.0198,11.9,0.779687
10-08-2003,0.021713,9.536364,0.691146
11-08-2003,0.017053,6.5,0.714108
12-08-2003,0.018125,13.35,0.844022
13-08-2003,0.027255,36.53,1.040972
16-08-2003,0.029375,30.23,1.438542
17-08-2003,0.022176,17.05,0.952083
18-08-2003,0.019533,9.25,0.941666
19-08-2003,0.02805,16.388889,1.001937
20-08-2003,0.037617,23.5,0.988889
21-08-2003,0.038425,37.4,1.136322
22-08-2003,0.042658,45.64,0.955556
23-08-2003,0.02517,6.2,0.646528
24-08-2003,0.022576,4.9,0.58125
25-08-2003,0.038929,21.4,0.797222
26-08-2003,0.029142,24.9,1.1125
27-08-2003,0.031592,20.55,0.86976
28-08-2003,0.032283,11.5,0.891035
29-08-2003,0.028678,23.1,1.013828
30-08-2003,0.023458,22.35,0.840278
31-08-2003,0.028444,6.1375,0.646528
01-09-2003,0.021683,8.9,0.694444
02-09-2003,0.015703,5.3,0.803472
03-09-2003,0.013267,8.8375,0.890217
04-09-2003,0.005008,18.15,1.219052
05-09-2003,0.015317,7.75,0.972766
06-09-2003,0.019024,6.244444,0.751831
07-09-2003,0.025742,11.35,0.797222
08-09-2003,0.021212,13.05,0.843438
09-09-2003,0.0211,6.388889,0.733381
10-09-2003,0.015917,8.4,0.932813
11-09-2003,0.024717,9.9,0.93982
12-09-2003,0.02145,6.718182,0.709896
13-09-2003,0.017275,4.95,0.776563
14-09-2003,0.016259,5,0.845833
15-09-2003,0.012975,5.9,0.920313
16-09-2003,0.0183,6.45,0.879688
17-09-2003,0.024293,9.9,0.974806
18-09-2003,0.029167,7.755556,0.726327
19-09-2003,0.027022,11,0.723911
20-09-2003,0.030403,27.15,0.873619
21-09-2003,0.019583,9.6,0.860417
22-09-2003,0.031467,11.6,0.916146
23-09-2003,0.023065,9.6,0.720895
24-09-2003,0.020141,10.718182,0.807874
25-09-2003,0.024317,14.7,0.891667
26-09-2003,0.008508,17.1,1.113881
27-09-2003,0.022047,5.772727,0.8125
28-09-2003,0.013,4.1,0.697396
29-09-2003,0.009284,7.95,0.704687
30-09-2003,0.007646,8.354545,0.736316
01-10-2003,0.010317,9.8,0.819792
02-10-2003,0.012526,7.2,0.69178
03-10-2003,0.012679,5.809091,0.738545
04-10-2003,0.015875,8.2,0.785937
05-10-2003,0.011783,6.6,0.705208
06-10-2003,0.007878,8.69,0.96875
07-10-2003,0.00935,18.6,1.382765
08-10-2003,0.008075,31.1,1.260417
09-10-2003,0.0069,46.763636,1.672464
10-10-2003,0.016246,39.55,1.294271
11-10-2003,0.032658,16.4,1.002604
12-10-2003,0.021225,11.618182,0.993849
13-10-2003,0.013075,6.75,0.879077
14-10-2003,0.024714,9.2,1.055208
15-10-2003,0.019825,4,0.814583
16-10-2003,0.014863,7.75,0.917774
17-10-2003,0.005683,9.9,0.954688
18-10-2003,0.009572,9.075,0.840625
19-10-2003,0.004792,14.15,0.817188
20-10-2003,0.010283,12.95,0.942686
21-10-2003,0.016836,19.608333,0.952604
22-10-2003,0.006567,6.95,0.819034
23-10-2003,0.013577,3.95,0.686979
24-10-2003,0.007742,7.45,0.85009
25-10-2003,0.015666,11.2,1.158443
26-10-2003,0.02085,7.4,0.764062
27-10-2003,0.012125,7.83,0.664725
28-10-2003,0.006242,6.45,0.827083
29-10-2003,0.004733,6,0.72957
30-10-2003,0.004222,10.65,0.710156
31-10-2003,0.009822,16.5,1.089907
01-11-2003,0.004287,24.5,1.208333
02-11-2003,0.008946,18.733333,0.959589
03-11-2003,0.009314,35.3,1.258333
04-11-2003,0.008109,19.3,0.8875
05-11-2003,0.003114,18.2,1.302083
06-11-2003,0.000712,11.3,1.358218
07-11-2003,0.009062,8.1,0.829393
08-11-2003,0.017906,6.241667,0.698016
09-11-2003,0.011052,5.9,0.801562
10-11-2003,0.002552,17.9,1.117436
11-11-2003,0.002979,18.330769,1.095833
13-11-2003,0.018467,5.2,0.70303
14-11-2003,0.01976,5.291667,0.728172
15-11-2003,0.015879,3.4,0.789583
16-11-2003,0.000959,19,1.391255
17-11-2003,0.000635,30.89,1.382745
18-11-2003,0.010583,21.766667,1.220833
19-11-2003,0.019962,6.3,0.917414
20-11-2003,0.01226,5.581818,0.882292
21-11-2003,0.003583,9.85,1.030682
22-11-2003,0.002825,16.75,1.239583
23-11-2003,0.002542,18.2,1.441667
24-11-2003,0.013323,8.85,1.103125
25-11-2003,0.009385,6.85,0.799905
26-11-2003,0.001062,23.392308,1.24304
27-11-2003,0.002594,25.3,1.326042
28-11-2003,0.009243,9.6,0.723415
29-11-2003,0.014302,5.053846,0.486458
30-11-2003,0.008187,9.35,0.597396
01-12-2003,0.010563,7.75,0.707812
02-12-2003,0.016354,5.392308,0.642188
03-12-2003,0.01075,8.05,0.699479
04-12-2003,0.001701,16.65,0.970833
05-12-2003,0.008456,16.358333,0.90976
06-12-2003,0.019615,9.25,0.374479
07-12-2003,0.01825,8.05,0.443229
08-12-2003,0.007229,11.416667,0.751042
09-12-2003,0.002104,17.1,1.144271
10-12-2003,0.015175,16.25,1.077083
11-12-2003,0.017823,6.854545,0.521007
12-12-2003,0.01187,4.8,0.61394
13-12-2003,0.015792,6.15,0.689062
14-12-2003,0.020177,6.633333,0.676562
15-12-2003,0.012995,6.95,0.611617
16-12-2003,0.002625,21,0.869271
17-12-2003,0.004437,11.71,0.808035
18-12-2003,0.0057,9.95,0.594081
19-12-2003,0.005132,10.9,0.714334
20-12-2003,0.009497,10.8,0.686979
21-12-2003,0.005635,11.05,0.713542
22-12-2003,0.001167,14.55,1.040104
23-12-2003,0.003011,18.925,1.11053
24-12-2003,0.008104,7.1,0.730933
25-12-2003,0.006448,6.5,0.540625
26-12-2003,0.010063,9.258333,0.589583
28-12-2003,0.001604,19.2,1.114063
29-12-2003,0.000989,27.433333,1.162817
30-12-2003,0.005475,10.7,0.794792
31-12-2003,0.002741,11.1,0.735417
01-01-2004,0.007844,9.546154,0.631552
02-01-2004,0.000832,21.3,1.050068
03-01-2004,0.000511,32.9,1.202604
04-01-2004,0.008469,17.738462,1.03125
05-01-2004,0.00458,8.55,0.919742
06-01-2004,0.014521,6.1,0.725
07-01-2004,0.010901,9.7,0.710938
08-01-2004,0.004604,14,0.755208
09-01-2004,0.011,11.8,0.685268
10-01-2004,0.012811,9.541667,0.569271
11-01-2004,0.004625,14.7,0.6625
12-01-2004,0.000094,28.1,0.891055
13-01-2004,0.0115,14.169231,0.760938
14-01-2004,0.009952,8.25,0.59812
15-01-2004,0.016135,9.65,0.573958
16-01-2004,0.01724,7.230769,0.503918
17-01-2004,0.006511,11.35,0.615104
18-01-2004,0.003229,20.4,0.80492
19-01-2004,0.017365,6.858333,0.426563
20-01-2004,0.017156,7.25,0.424479
21-01-2004,0.007962,10.2,0.530754
22-01-2004,0.007604,21.883333,0.801472
23-01-2004,0.011938,7.05,0.505543
24-01-2004,0.015752,11.4,0.507143
25-01-2004,0.017781,7.65,0.582639
26-01-2004,0.012104,8.05,0.677083
27-01-2004,0.007021,12.55,0.683854
28-01-2004,0.010073,14.416667,0.726562
29-01-2004,0.0134,13.25,0.650362
30-01-2004,0.011979,9.95,0.651042
31-01-2004,0.012937,13.090909,0.642708
01-02-2004,0.011542,9.3,0.701563
02-02-2004,0.004295,17.6,1.082292
03-02-2004,0.004687,19.866667,1.202083
04-02-2004,0.01249,12.15,0.828125
05-02-2004,0.006628,14.15,0.858295
06-02-2004,0.001031,20.283333,1.20711
07-02-2004,0.010864,13.35,1.033854
08-02-2004,0.020229,5.1,0.595313
09-02-2004,0.004342,17.536364,0.875
10-02-2004,0.009198,17.35,0.801042
11-02-2004,0.016851,8.7,0.671354
12-02-2004,0.002444,22.736364,0.901612
13-02-2004,0.007447,22.75,0.702513
14-02-2004,0.009302,18.95,0.572396
15-02-2004,0.023854,9.827273,0.578985
16-02-2004,0.015385,8.3,0.679167
17-02-2004,0.014476,10.45,0.814583
18-02-2004,0.012417,15.476923,0.792708
19-02-2004,0.008771,29,0.79551
20-02-2004,0.011478,27.75,0.888731
21-02-2004,0.019127,16.581818,0.742188
22-02-2004,0.027333,5.15,0.569271
23-02-2004,0.012062,8.85,0.778646
24-02-2004,0.006639,14.225,0.995313
25-02-2004,0.015875,6.5,0.757718
26-02-2004,0.019286,6.6,0.802256
27-02-2004,0.019886,6.6,0.739658
28-02-2004,0.020708,6.95,0.692188
29-02-2004,0.01324,11.7,0.617029
01-03-2004,0.00651,27.675,0.910937
02-03-2004,0.013323,19.133333,0.896875
03-03-2004,0.020386,10.2,0.646206
04-03-2004,0.003576,31.946154,1.042654
05-03-2004,0.003841,28.6,1.102604
06-03-2004,0.014031,15.85,1.123438
07-03-2004,0.027615,8.708333,0.642709
08-03-2004,0.013927,9.75,0.848438
09-03-2004,0.010313,14.1,0.88125
10-03-2004,0.020448,12.815385,0.725142
11-03-2004,0.013514,11.35,0.64569
12-03-2004,0.013069,9.7,0.562727
13-03-2004,0.02209,6.715385,0.462083
14-03-2004,0.021396,7.95,0.552917
15-03-2004,0.022229,11.15,0.58375
16-03-2004,0.022496,9.415385,0.558279
17-03-2004,0.014229,10.4,0.695
18-03-2004,0.005031,23.5,0.811187
19-03-2004,0.012802,18.883333,0.690714
20-03-2004,0.018375,21.95,0.790833
21-03-2004,0.024552,12.7,0.615833
22-03-2004,0.027993,6.176923,0.56
23-03-2004,0.011352,12.45,0.637083
24-03-2004,0.012937,16.95,0.736818
25-03-2004,0.008506,19.572727,0.871226
26-03-2004,0.003347,21.85,1.301887
27-03-2004,0.016671,11.25,0.8875
28-03-2004,0.031094,5.69,0.580729
29-03-2004,0.026042,9.05,0.545044
30-03-2004,0.027531,12.1,0.622645
31-03-2004,0.016225,8.754545,0.597456
01-04-2004,0.015092,7.9,0.61375
02-04-2004,0.01725,7.45,0.573433
03-04-2004,0.011139,12.290909,0.632917
04-04-2004,0.023492,9,0.532235
05-04-2004,0.030886,3.2,0.4025
06-04-2004,0.030633,4.991667,0.454857
07-04-2004,0.024617,12.75,0.619167
08-04-2004,0.0102,18.05,0.714504
09-04-2004,0.023408,14.25,0.751669
10-04-2004,0.023804,8.95,0.611548
11-04-2004,0.018492,13.2,0.700417
12-04-2004,0.023117,17.581818,0.705833
13-04-2004,0.018364,6.5,0.692171
14-04-2004,0.009953,13.2,0.981061
15-04-2004,0.0275,6.466667,0.665189
16-04-2004,0.022575,6.85,0.693144
17-04-2004,0.01705,15.55,0.895417
18-04-2004,0.037033,22.615385,0.890833
19-04-2004,0.02575,25.9,1.036667
20-04-2004,0.029328,7.3,0.691377
21-04-2004,0.025788,6.192308,0.701169
22-04-2004,0.017919,20.55,1.02175
23-04-2004,0.023775,7.65,0.753333
24-04-2004,0.03405,6.746154,0.625417
25-04-2004,0.034067,4.75,0.599167
26-04-2004,0.0083,19.8,1.386667
27-04-2004,0.029136,11.223077,0.838025
28-04-2004,0.023583,5.9,0.70029
29-04-2004,0.028137,12.65,0.913182
30-04-2004,0.02323,13.069231,0.902917
01-05-2004,0.018113,11.55,0.951667
02-05-2004,0.016025,7.95,0.809583
03-05-2004,0.016067,6.415385,0.814163
04-05-2004,0.02244,7.55,0.706667
05-05-2004,0.017492,15.15,0.909142
06-05-2004,0.020092,12.438462,0.758966
07-05-2004,0.032398,15.8,0.742994
08-05-2004,0.037406,4.65,0.375595
09-05-2004,0.022342,11.307692,0.56843
10-05-2004,0.022133,17.4,0.703646
11-05-2004,0.025667,27,1.029174
12-05-2004,0.018608,43.133333,1.604015
13-05-2004,0.035103,41.75,1.189167
14-05-2004,0.016675,22.5,0.807306
15-05-2004,0.029547,21.541667,0.87375
16-05-2004,0.023833,7.45,0.610417
17-05-2004,0.019733,12.3,0.700417
18-05-2004,0.025191,21.508333,0.802538
19-05-2004,0.011966,11.7,0.884583
20-05-2004,0.026917,7.85,0.690212
21-05-2004,0.015372,23.992308,0.870882
22-05-2004,0.027925,23.85,0.929167
23-05-2004,0.03685,24.8,0.825
24-05-2004,0.020402,29.141667,0.846071
25-05-2004,0.032027,14.8,0.714659
26-05-2004,0.017833,9.65,0.714964
27-05-2004,0.023915,10.975,0.768192
28-05-2004,0.023475,15.45,0.804167
29-05-2004,0.030783,4.7,0.437083
30-05-2004,0.034884,9.876923,0.524167
31-05-2004,0.035858,12.7,0.61875
01-06-2004,0.024205,8.4,0.684887
02-06-2004,0.024414,12.681818,0.672609
03-06-2004,0.019322,7.5,0.60803
04-06-2004,0.018092,5.8,0.61
05-06-2004,0.02705,7.107692,0.611667
06-06-2004,0.018475,5.5,0.521667
07-06-2004,0.027542,24.65,0.735
08-06-2004,0.044125,38.646154,0.81617
09-06-2004,0.046017,38.5,0.784964
10-06-2004,0.01805,15.8,0.772083
11-06-2004,0.021358,7.153846,0.630985
12-06-2004,0.035233,6.1,0.5825
13-06-2004,0.032533,4.8,0.450724
14-06-2004,0.017904,14.109091,0.705877
15-06-2004,0.035003,21.4,0.740254
16-06-2004,0.035125,22.6,0.788977
17-06-2004,0.018867,27.391667,1.019167
18-06-2004,0.036003,21.8,0.820504
19-06-2004,0.033292,18.6,0.64625
20-06-2004,0.021867,4.863636,0.455833
21-06-2004,0.031067,11.1,0.707917
22-06-2004,0.013844,21,0.998605
23-06-2004,0.029042,19.354545,0.893485
24-06-2004,0.034542,22.05,1.046074
25-06-2004,0.028617,17.5,0.800369
26-06-2004,0.026633,17.7,0.716667
27-06-2004,0.029392,10.55,0.5625
28-06-2004,0.033392,14.05,0.67913
29-06-2004,0.028675,11.59,0.646848
30-06-2004,0.031892,19.7,0.73125
01-07-2004,0.02745,23.35,0.769035
02-07-2004,0.03105,25.344444,0.832844
03-07-2004,0.031475,8.3,0.620417
04-07-2004,0.031245,8.95,0.587255
05-07-2004,0.031858,19.1125,0.670833
06-07-2004,0.018032,5.6,0.596667
07-07-2004,0.035317,9.55,0.747595
08-07-2004,0.038267,21.718182,0.725743
09-07-2004,0.025792,8.7,0.61375
10-07-2004,0.025942,10.5,0.615833
11-07-2004,0.032675,11.476923,0.654583
12-07-2004,0.026491,10.35,0.703967
13-07-2004,0.021237,7.6,0.711952
14-07-2004,0.020509,14.458333,0.82246
15-07-2004,0.025183,10.4,0.677083
16-07-2004,0.017308,10,0.6675
17-07-2004,0.037767,21.915385,0.680417
18-07-2004,0.032708,27.5,0.740417
19-07-2004,0.022162,18.5,0.767997
20-07-2004,0.030068,21.7,0.668322
21-07-2004,0.039875,28.7,0.766865
22-07-2004,0.052692,50.3,0.852373
23-07-2004,0.029678,38.292308,0.8
24-07-2004,0.013042,10.3,0.722917
25-07-2004,0.0215,6.75,0.56875
26-07-2004,0.024883,8.807692,0.628261
27-07-2004,0.009711,7.7,0.7025
28-07-2004,0.005967,13.45,0.984166
29-07-2004,0.030846,17.576923,0.852351
30-07-2004,0.014917,16.85,0.84375
31-07-2004,0.01295,6.4,0.61875
01-08-2004,0.011183,6.592308,0.629961
02-08-2004,0.02781,16.45,0.810743
03-08-2004,0.011438,10.1,0.767544
04-08-2004,0.048558,23.438462,0.823863
05-08-2004,0.019583,6.45,0.673333
06-08-2004,0.016734,4.15,0.598351
07-08-2004,0.013867,3.723077,0.543333
08-08-2004,0.019592,8.9,0.5425
09-08-2004,0.01935,16.75,0.715398
10-08-2004,0.034733,28.775,0.83375
11-08-2004,0.0282,21.95,0.750453
12-08-2004,0.018389,15.2,0.70204
13-08-2004,0.013453,8.941667,0.70049
14-08-2004,0.018125,12.05,0.816667
15-08-2004,0.028133,8.1,0.750833
16-08-2004,0.014942,9.207692,0.802174
17-08-2004,0.023672,8.4,0.856667
18-08-2004,0.026125,27,0.902338
19-08-2004,0.024883,22.030769,0.833133
20-08-2004,0.037308,37.55,0.946667
21-08-2004,0.022017,19.3,0.745833
22-08-2004,0.025375,7.315385,0.636458
23-08-2004,0.032567,21.65,0.801147
24-08-2004,0.022472,15.35,0.737023
25-08-2004,0.022047,5.575,0.689167
26-08-2004,0.019467,6.45,0.755618
27-08-2004,0.016842,16.8,0.808314
28-08-2004,0.025667,22.45,0.839583
29-08-2004,0.018308,13.1,0.692917
30-08-2004,0.009565,7.7,0.67697
31-08-2004,0.016927,6.381818,0.641667
01-09-2004,0.020969,9.85,0.64125
02-09-2004,0.017105,7.4,0.675383
03-09-2004,0.019642,10.191667,0.843395
04-09-2004,0.035846,20.7,0.815416
05-09-2004,0.020875,7.35,0.654166
06-09-2004,0.01965,5.166667,0.644167
07-09-2004,0.011717,7.1,0.840417
08-09-2004,0.015553,4.2,0.837273
09-09-2004,0.0128,7.261538,0.701993
10-09-2004,0.017942,3.25,0.725594
11-09-2004,0.017892,4.8,0.762917
12-09-2004,0.028883,11.775,0.912992
13-09-2004,0.03186,22.8,0.855833
14-09-2004,0.019366,6.55,0.73375
15-09-2004,0.011233,6.15,0.760783
16-09-2004,0.009792,12.25,0.837916
17-09-2004,0.014078,21.25,0.853733
18-09-2004,0.01795,3.36,0.539167
19-09-2004,0.015725,2.3,0.467917
20-09-2004,0.006975,4.75,0.627083
21-09-2004,0.0103,8.669231,0.765833
22-09-2004,0.030089,14.85,0.687083
23-09-2004,0.027725,16.4,0.744127
24-09-2004,0.014267,10.554545,0.699952
25-09-2004,0.019308,12.7,0.684583
26-09-2004,0.020792,17.95,0.725833
27-09-2004,0.025153,17.158333,0.976216
28-09-2004,0.0165,9.4,0.769583
29-09-2004,0.012783,8.5,0.669167
30-09-2004,0.00405,9.861538,0.755906
01-10-2004,0.011847,15.15,0.756968
02-10-2004,0.019608,15.5,0.717917
03-10-2004,0.017775,5.833333,0.540833
04-10-2004,0.015454,13.6,0.762083
05-10-2004,0.010206,5.4,0.554583
06-10-2004,0.006075,9.13,0.710431
07-10-2004,0.004792,16.65,0.901232
08-10-2004,0.019475,26.75,1.245745
09-10-2004,0.02075,20.1,0.642917
10-10-2004,0.015308,18,0.501667
11-10-2004,0.012725,2.8,0.43875
12-10-2004,0.010519,5.816667,0.527083
13-10-2004,0.004017,9.35,0.804583
14-10-2004,0.001428,13.7,0.937007
15-10-2004,0.010344,15.876923,0.819361
16-10-2004,0.012017,7.35,0.522917
17-10-2004,0.0109,6.55,0.504053
18-10-2004,0.006661,8.583333,0.677083
19-10-2004,0.004897,5.8,0.702084
20-10-2004,0.005283,6.45,0.638187
21-10-2004,0.007444,8.109091,0.640202
22-10-2004,0.012708,5.65,0.61265
23-10-2004,0.018808,5.45,0.560833
24-10-2004,0.012191,7.558333,0.604166
25-10-2004,0.00445,8.25,0.749524
26-10-2004,0.006653,10.7,0.698577
27-10-2004,0.006617,11.2,0.682083
28-10-2004,0.007808,6.4,0.644167
29-10-2004,0.004042,10.7,0.807319
30-10-2004,0.004217,21.133333,0.787361
31-10-2004,0.019357,13.5,0.577
01-11-2004,0.012941,4.65,0.442202
02-11-2004,0.008309,7.030769,0.494792
03-11-2004,0.015,5.9,0.534375
04-11-2004,0.003698,7.85,0.742597
05-11-2004,0.013078,5.884615,0.51896
06-11-2004,0.007042,8.55,0.569792
07-11-2004,0.012771,12.15,0.688542
08-11-2004,0.015771,4.9,0.488542
09-11-2004,0.011698,3.75,0.536057
10-11-2004,0.003385,10.35,0.613472
11-11-2004,0.004709,17.146154,0.64375
12-11-2004,0.005531,7.5,0.673586
13-11-2004,0.014427,6,0.541667
14-11-2004,0.012566,7.275,0.524222
15-11-2004,0.006771,10.65,0.635937
16-11-2004,0.002287,17.5,0.880027
17-11-2004,0.001833,24.88,1.158758
18-11-2004,0.000281,39.9,1.331771
19-11-2004,0.00175,18.65,0.931975
20-11-2004,0.005083,13.253846,0.729688
21-11-2004,0.004562,19.9,0.883333
22-11-2004,0.001386,17.35,0.884053
23-11-2004,0.000823,17.076923,0.850611
24-11-2004,0.008962,10.9,0.696354
25-11-2004,0.017958,5.35,0.453125
26-11-2004,0.009365,7.838462,0.542255
27-11-2004,0.015511,10.3,0.710938
28-11-2004,0.019094,5.1,0.526042
29-11-2004,0.007823,6.408333,0.636979
30-11-2004,0.001882,12.7,0.918419
01-12-2004,0.013594,5.15,0.600319
02-12-2004,0.00275,13.791667,0.65625
03-12-2004,0.009087,15.85,0.934473
04-12-2004,0.006802,11.7,0.626042
05-12-2004,0.008688,11.930769,0.694271
06-12-2004,0.006792,7.55,0.764868
07-12-2004,0.002765,8.85,0.88125
08-12-2004,0.006865,8.507692,0.80916
09-12-2004,0.005854,8.4,0.847917
10-12-2004,0.013326,3.9,0.735227
11-12-2004,0.00101,13.361538,0.748437
12-12-2004,0.011917,6.2,0.629167
13-12-2004,0.004975,8,0.689063
14-12-2004,0.013415,6.415385,0.655208
15-12-2004,0.008815,6.55,0.704542
16-12-2004,0.002125,17.7,0.853306
17-12-2004,0.006292,11.515385,0.712992
18-12-2004,0.003073,11.75,0.809896
19-12-2004,0.006115,18.95,0.826562
20-12-2004,0.015583,7.176923,0.531581
21-12-2004,0.002614,18.75,0.885938
22-12-2004,0.002257,29.15,1.325184
23-12-2004,0.013025,8.616667,0.634032
24-12-2004,0.011135,5.9,0.462047
25-12-2004,0.010125,12,0.535938
26-12-2004,0.008354,14.830769,0.549479
27-12-2004,0.016885,7.75,0.486526
28-12-2004,0.003708,14.05,0.684896
29-12-2004,0.000635,26.158333,0.829985
30-12-2004,0.002573,20.6,0.785258
31-12-2004,0.001845,25.1,0.838542
01-01-2005,0.005573,18.107692,0.63983
02-01-2005,0.004305,7.5,0.636595
03-01-2005,0.000656,23.85,0.969572
04-01-2005,0.00376,11.858333,0.905208
05-01-2005,0.005823,10.25,0.769176
06-01-2005,0.005594,9.65,0.815761
07-01-2005,0.008073,11.175,0.735915
08-01-2005,0.002365,15.2,0.815625
09-01-2005,0.00976,13.55,0.619081
10-01-2005,0.005219,17.015385,0.66875
11-01-2005,0.007872,13.05,0.786458
12-01-2005,0.007041,10.2,0.781816
13-01-2005,0.004646,22.366667,1.072396
14-01-2005,0.01259,6,0.662364
15-01-2005,0.011229,9.4,0.727604
16-01-2005,0.015969,11.6,0.710545
17-01-2005,0.015292,9.25,0.613542
18-01-2005,0.013056,6.75,0.654167
19-01-2005,0.002239,18.808333,0.835227
20-01-2005,0.011114,15.15,0.694195
21-01-2005,0.013948,7.45,0.6988
22-01-2005,0.008649,15.581818,0.820312
23-01-2005,0.020687,7.65,0.596875
24-01-2005,0.008344,12.1,0.729119
25-01-2005,0.006344,17.215385,0.876042
26-01-2005,0.006823,25.8,0.984375
27-01-2005,0.013969,8.95,0.800379
28-01-2005,0.007212,14.966667,0.880126
29-01-2005,0.002307,25.05,1.008052
30-01-2005,0.008177,22.05,0.723958
31-01-2005,0.008531,18.558333,0.799479
01-02-2005,0.002584,37.8,1.351563
02-02-2005,0.005375,23.85,1.192359
03-02-2005,0.004403,19.083333,0.910417
04-02-2005,0.008406,12.85,0.782272
05-02-2005,0.012833,15.5,0.705729
06-02-2005,0.011032,19.218182,0.828125
07-02-2005,0.004344,22.75,1.188542
08-02-2005,0.00124,35.75,1.495833
09-02-2005,0.00076,30.869231,1.030252
10-02-2005,0.012125,15.15,0.585938
11-02-2005,0.02133,3.55,0.403249
12-02-2005,0.009386,17.616667,0.535937
13-02-2005,0.018771,7.2,0.533854
14-02-2005,0.01513,9.7,0.622917
15-02-2005,0.004993,12.992308,0.713542
16-02-2005,0.012792,17.65,0.757292
17-02-2005,0.014892,9.6,0.592324
18-02-2005,0.020719,8.008333,0.553345
19-02-2005,0.015792,9.6,0.545833
20-02-2005,0.017729,13.7,0.588021
21-02-2005,0.015364,12.35,0.631771
22-02-2005,0.008386,16.2,0.721354
23-02-2005,0.020524,10.2,0.629167
24-02-2005,0.019646,9.846154,0.656593
25-02-2005,0.01327,11.7,0.646123
26-02-2005,0.013438,20.95,0.720312
27-02-2005,0.018396,10.730769,0.577083
28-02-2005,0.016344,13.2,0.780729
01-03-2005,0.010156,14.9,0.690104
02-03-2005,0.025776,8.933333,0.546591
03-03-2005,0.025469,4.9,0.607813
04-03-2005,0.016135,11,0.626913
05-03-2005,0.022291,12.8,0.55
06-03-2005,0.020448,17,0.560417
07-03-2005,0.010531,23.35,0.803125
08-03-2005,0.019458,15.566667,0.71875
09-03-2005,0.023312,5.6,0.511458
10-03-2005,0.016753,8.4,0.569421
11-03-2005,0.011448,25.715385,0.700406
12-03-2005,0.015084,17.65,0.5875
13-03-2005,0.024153,14.7,0.498958
14-03-2005,0.026194,8.684615,0.499479
15-03-2005,0.028302,9.45,0.520312
16-03-2005,0.027402,14.1,0.558333
17-03-2005,0.009354,16.453846,0.741044
18-03-2005,0.024052,18.95,0.706703
19-03-2005,0.015573,14.2,0.667708
20-03-2005,0.007042,27.753846,0.851562
21-03-2005,0.009111,22.3,0.852083
22-03-2005,0.011641,12.6,0.704687
23-03-2005,0.017833,20.8,0.792882
24-03-2005,0.013948,8.25,0.696354
25-03-2005,0.012744,15.05,0.759755
26-03-2005,0.020656,12.483333,0.619271
27-03-2005,0.026073,9.05,0.598437
28-03-2005,0.012885,7.2,0.729638
29-03-2005,0.021875,5.281818,0.676042
30-03-2005,0.019186,9.4,0.727083
31-03-2005,0.021908,10.45,0.740672
01-04-2005,0.017045,21.192308,0.848201
02-04-2005,0.03395,5.9,0.550521
03-04-2005,0.020575,5.55,0.529688
04-04-2005,0.02694,5.445455,0.544271
05-04-2005,0.020194,6.4,0.610937
06-04-2005,0.01525,21.6,0.911222
07-04-2005,0.022908,21.509091,0.812127
08-04-2005,0.016517,9.05,0.657858
09-04-2005,0.026142,6.8,0.604687
10-04-2005,0.02185,14.666667,0.827083
11-04-2005,0.029857,5.5,0.636458
12-04-2005,0.021559,5.4,0.684896
13-04-2005,0.0198,8.558333,0.752667
14-04-2005,0.029275,6.1,0.495656
15-04-2005,0.026525,5.2,0.609579
16-04-2005,0.025417,6.623077,0.573958
17-04-2005,0.023566,11.1,0.694792
18-04-2005,0.034879,17.55,0.719271
19-04-2005,0.025668,29.384615,0.994887
20-04-2005,0.040783,29.25,0.810038
21-04-2005,0.026236,6.15,0.586073
22-04-2005,0.028902,7.891667,0.617154
